tic,time_idx,horizon,actual_scaled,p50_scaled,actual,p10,p50,p90
ADAUSDT,2683,6,-0.9230290269541127,-1.0934054851531982,0.3659,0.329666476847663,0.3501457492856128,0.3736851334532495
ADAUSDT,2684,7,-0.9797273777557602,-0.957156777381897,0.3594,0.34204386530543207,0.3614451275283459,0.3854964979772541
ADAUSDT,2679,1,-0.6662818869724944,-0.653203547000885,0.3973,0.38384812468213386,0.39859622310638343,0.4160145301575305
ADAUSDT,2680,2,-0.8707816868050435,-0.6805587410926819,0.3758,0.37969200469856085,0.39430229630264035,0.412021593306039
ADAUSDT,2681,3,-0.9135118847447032,-0.7808927297592163,0.3703,0.3674101188801847,0.3829320057540855,0.40225764764800787
ADAUSDT,2682,4,-1.1066168052940135,-0.8946115970611572,0.3507,0.35391473731431655,0.3705446667437827,0.39072643202723334
ADAUSDT,2683,5,-0.9230290269541127,-1.1451184749603271,0.3659,0.32632506466757943,0.3453639888521374,0.3664348966698612
ADAUSDT,2684,6,-0.9797273777557602,-1.0120142698287964,0.3594,0.33912836699424675,0.3564744769439203,0.37692611204310367
ADAUSDT,2685,7,-0.9586347857008615,-0.9881716966629028,0.3602,0.3394094894466695,0.35759095636837634,0.3796282756386331
ADAUSDT,2680,1,-0.8707816868050435,-0.6963837742805481,0.3758,0.3788510443167373,0.39276305269591083,0.40925872929858353
ADAUSDT,2681,2,-0.9135118847447032,-0.8252848386764526,0.3703,0.3643644442356904,0.37870364692206093,0.39591351406280684
ADAUSDT,2682,3,-1.1066168052940135,-0.9289809465408325,0.3507,0.35213816382309165,0.3673275368802766,0.3853410918102792
ADAUSDT,2683,4,-0.9230290269541127,-1.1731308698654175,0.3659,0.3249134532732242,0.3427737583877294,0.36208171446721504
ADAUSDT,2684,5,-0.9797273777557602,-1.0719020366668701,0.3594,0.3350354962017555,0.35104803198707574,0.3690304685565655
ADAUSDT,2685,6,-0.9586347857008615,-1.0531080961227417,0.3602,0.3352154940329213,0.3518550180473721,0.37095193788623637
ADAUSDT,2686,7,-0.9697873500056938,-1.0138635635375977,0.3583,0.3380106191863188,0.35451356339315837,0.3733433748059284
ADAUSDT,2681,1,-0.9135118847447032,-0.7939192056655884,0.3703,0.3677276534267801,0.3816912308552953,0.3983828745760756
ADAUSDT,2682,2,-1.1066168052940135,-1.0362825393676758,0.3507,0.3419069318532425,0.3572836121650546,0.37473613243511605
ADAUSDT,2683,3,-0.9230290269541127,-1.204960584640503,0.3659,0.3229941794151444,0.33983055066974655,0.35774156140433927
ADAUSDT,2684,4,-0.9797273777557602,-1.0772514343261719,0.3594,0.3353160781061078,0.35056332177857924,0.367657765659978
ADAUSDT,2685,5,-0.9586347857008615,-1.1112473011016846,0.3602,0.3304505541228516,0.34671948702678196,0.3650626887374313
ADAUSDT,2686,6,-0.9697873500056938,-1.0885710716247559,0.3583,0.332017810148277,0.3480956971392348,0.36607189686588726
ADAUSDT,2687,7,-1.1996275101908964,-1.1108598709106445,0.3391,0.33087976844821676,0.3464199311412391,0.36412036419561217
ADAUSDT,2682,1,-1.1066168052940135,-1.062432050704956,0.3507,0.33907946936962646,0.35483589711915287,0.3717282028819728
ADAUSDT,2683,2,-0.9230290269541127,-1.2100777626037598,0.3659,0.32335229336849336,0.33935737905064245,0.35624049868237306
ADAUSDT,2684,3,-0.9797273777557602,-1.1100558042526245,0.3594,0.33278583983428706,0.3475909099297425,0.36419679283852013
ADAUSDT,2685,4,-0.9586347857008615,-1.1418627500534058,0.3602,0.3283665924958441,0.3440151743713577,0.36186862804113895
ADAUSDT,2686,5,-0.9697873500056938,-1.1282806396484375,0.3583,0.32917102462227,0.34468438409851954,0.3623809263671828
ADAUSDT,2687,6,-1.1996275101908964,-1.1705517768859863,0.3391,0.326362240315376,0.34149763462674765,0.35896536714851834
ADAUSDT,2688,7,-1.036025674504508,-1.390726923942566,0.3521,0.30745547353420466,0.3239300235969332,0.342154445845689
