tic,time_idx,actual_scaled,p50_scaled,actual,p10,p50,p90
BTCUSDT,332,1.5878645589949278,-0.8510345220565796,121068.14753909947,105024.74237805809,109339.1228061169,117238.54862617444
BTCUSDT,333,-0.8254408990072819,-0.8420551419258118,109462.20630722775,105066.69152150433,109382.30596710084,117254.42660514027
BTCUSDT,334,-0.040633441464376856,-0.8498594164848328,113236.4609090956,105035.07544755837,109344.77406180926,117246.19294201536
BTCUSDT,335,-1.3956358890401417,-0.8425564169883728,106720.0546566417,105056.89620273591,109379.89526152778,117254.31481261071
BTCUSDT,336,-1.7283788366208788,-0.848085343837738,105119.84483565258,105047.67303240077,109353.30583834628,117247.24063867048
BTCUSDT,331,2.327491729963981,-0.5821295380592346,123376.822142335,108754.03945293589,112100.61471438655,118475.84865502694
BTCUSDT,332,1.5878645589949278,-0.8510364294052124,120510.40461547248,107581.71947156762,111058.46881074387,117424.3318883597
BTCUSDT,333,-0.8254408990072819,-0.8420547246932983,111157.66402668739,107615.50881659635,111093.27731537682,117437.12012381962
BTCUSDT,334,-0.040633441464376856,-0.8498603105545044,114199.17729149351,107590.02797851335,111063.02684730562,117430.46994570406
BTCUSDT,335,-1.3956358890401417,-0.8425576686859131,108947.87918195542,107607.60963667207,111091.32816108389,117437.00809018225
BTCUSDT,336,-1.7283788366208788,-0.8480867743492126,107658.3372960946,107600.17522309498,111069.90016870714,117431.30823450816
BTCUSDT,337,-3.3665123491082487,-0.22495406866073608,101309.76764392434,106284.87260078844,113484.84458834835,124240.97258528124
BTCUSDT,332,1.5878645589949278,-0.8509577512741089,120833.94385721385,108888.34670638118,112101.30843182022,117982.79603918635
BTCUSDT,333,-0.8254408990072819,-0.8420705795288086,112192.6760427821,108919.96689952175,112133.13052500339,117994.59459960372
BTCUSDT,334,-0.040633441464376856,-0.8498721122741699,115002.81820729931,108896.41032943552,112105.19575462768,117988.4537223039
BTCUSDT,335,-1.3956358890401417,-0.8425725102424622,110150.99184612015,108912.64898339009,112131.3332731443,117994.46078213362
BTCUSDT,336,-1.7283788366208788,-0.8481012582778931,108959.54676241787,108905.77840604201,112111.53661114517,117989.20028292651
BTCUSDT,337,-3.3665123491082487,-0.22496387362480164,103093.91945433669,107690.5629653008,114342.7904327934,124280.6851969841
BTCUSDT,338,-2.9618484313398774,-0.23267754912376404,104542.89031572464,107696.07530599867,114315.17025085616,124290.4976244243
BTCUSDT,333,-0.8254408990072819,-0.8419780135154724,112456.01150583007,109093.67316276355,112395.18250970218,118416.20546753237
BTCUSDT,334,-0.040633441464376856,-0.8498729467391968,115342.79382643255,109069.87185311697,112366.1423248345,118409.8854919256
BTCUSDT,335,-1.3956358890401417,-0.8425701260566711,110358.64507448091,109086.53627780025,112393.00452324281,118416.05440726758
BTCUSDT,336,-1.7283788366208788,-0.8481005430221558,109134.70606988919,109079.47481334652,112372.66181399855,118410.63005021188
BTCUSDT,337,-3.3665123491082487,-0.22496390342712402,103109.10728488216,107831.11453902016,114664.76520472637,124873.69327234186
